search_term,npi,org_name,taxonomy,address,city,state,zip,system
Mount Sinai,1619944683,MOUNT SINAI HOSPITAL,"Clinic/Center, End-Stage Renal Disease (ESRD) Treatment",520 E 117TH ST,NEW YORK,NY,10035,Mount Sinai
Mount Sinai,1396165437,MOUNT SINAI HOSPITAL,General Acute Care Hospital,ONE GUSTAVE L. LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1083200695,MOUNT SINAI HOSPITAL,"Pharmacy, Specialty Pharmacy",1468 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1194112458,MOUNT SINAI HOSPITAL,General Acute Care Hospital,1 GUSTAV L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1457736001,MOUNT SINAI HOSPITAL,"Clinic/Center, Oncology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1720004641,MOUNT SINAI HOSPITAL,"Internal Medicine, Cardiovascular Disease",2510 30TH AVE,LONG ISLAND CITY,NY,11102,Mount Sinai
Mount Sinai,1932243037,MOUNT SINAI HOSPITAL,Long Term Care Hospital,1 GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1508025305,MOUNT SINAI HOSPITAL,General Acute Care Hospital,1 GUSTAVE L. LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1013250174,MOUNT SINAI HOSPITAL,General Acute Care Hospital,1468 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1346512134,MOUNT SINAI HOSPITAL,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1669440327,MOUNT SINAI HOSPITAL,Rehabilitation Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1164682340,MOUNT SINAI HOSPITAL,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1215278767,MOUNT SINAI HOSPITAL,Rehabilitation Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1154626364,MOUNT SINAI HOSPITAL,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1710912423,MOUNT SINAI HOSPITAL,Clinic/Center,2715 30TH AVE,LONG ISLAND CITY,NY,11102,Mount Sinai
Mount Sinai,1033206362,MOUNT SINAI HOSPITAL,Clinical Medical Laboratory,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1932103413,MOUNT SINAI HOSPITAL,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1952743346,MOUNT SINAI HOSPITAL,General Acute Care Hospital,249-21 THORNHILL AVENUE,LITTLE NECK,NY,11362,Mount Sinai
Mount Sinai,1851609796,MOUNT SINAI HOSPITAL,General Acute Care Hospital,320 E 94TH ST,NEW YORK,NY,10128,Mount Sinai
Mount Sinai,1770890410,MOUNT SINAI HOSPITAL EARLY INTERVENTION,General Acute Care Hospital,1 GUSTAVE L LEVY PL # 6000,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1205207875,MOUNT SINAI HOSPITAL MEDICAL CENTER,Physician Assistant,5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1134492549,MOUNT SINAI HOSPITAL OF QUEENS,"Physician Assistant, Medical",2510 30TH AVE,LONG ISLAND CITY,NY,11102,Mount Sinai
Mount Sinai,1679596902,MOUNT SINAI HOSPITAL OF QUEENS PATHOLOGY,"Pathology, Anatomic Pathology & Clinical Pathology",2510 30TH AVE,LONG ISLAND CITY,NY,11102,Mount Sinai
Mount Sinai,1225295512,MOUNT SINAI HOSPITAL PHARMACY,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1316982424,MOUNT SINAI HOSPITAL QUEENS,General Acute Care Hospital,2510 30TH AVE,LONG ISLAND CITY,NY,11102,Mount Sinai
Mount Sinai,1568601342,MOUNT SINAI HOSPITAL-AMBULANCE,Ambulance,1 GUSTAVE L LEVY PL # 6000,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1831227925,MOUNT SINAI MEDICAL CENTER,"Clinic/Center, Research",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1366672933,MOUNT SINAI MEDICAL CENTER,"Clinic/Center, Medical Specialty",5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1003063280,MOUNT SINAI MEDICAL CENTER,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1750653911,MOUNT SINAI MEDICAL CENTER,General Acute Care Hospital,1 BALLANTINE LANE,GREAT NECK,NY,11024,Mount Sinai
Mount Sinai,1487797858,MOUNT SINAI MEDICAL CENTER,Psychiatric Unit,1450 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1922319771,MOUNT SINAI MEDICAL CENTER,"General Acute Care Hospital, Critical Access",526B SEAVIEW AVE,STATEN ISLAND,NY,10305,Mount Sinai
Mount Sinai,1275622276,MOUNT SINAI MEDICAL CENTER,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1285893057,MOUNT SINAI MEDICAL CENTER,General Acute Care Hospital,1425 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1386972008,MOUNT SINAI MEDICAL CENTER,General Acute Care Hospital,5 EAST 95TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1750663639,MOUNT SINAI MEDICAL CENTER,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1558894253,MOUNT SINAI MEDICAL CENTER,"Clinic/Center, Adolescent and Children Mental Health",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1699953091,MOUNT SINAI MEDICAL CENTER,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1366721672,MOUNT SINAI MEDICAL CENTER,Psychiatric Unit,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1679711626,MOUNT SINAI MEDICAL CENTER,General Acute Care Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1104199520,MOUNT SINAI MEDICAL CENTER,"Clinic/Center, Occupational Medicine",1468 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1013444330,"MOUNT SINAI MEDICAL EQUIPMENT, INC",Durable Medical Equipment & Medical Supplies,7128 163RD ST,FRESH MEADOWS,NY,11365,Mount Sinai
Mount Sinai,1053800037,MOUNT SINAI MEDICAL SUPPLY 2 INC,Durable Medical Equipment & Medical Supplies,8010 162ND ST,JAMAICA,NY,11432,Mount Sinai
Mount Sinai,1780358234,MOUNT SINAI MORNINGSIDE HOSPITAL WEIGHT LOSS PROGRAM,Clinic/Center,1111 AMSTERDAM AVE # WH1020,NEW YORK,NY,10025,Mount Sinai
Mount Sinai,1659677037,MOUNT SINAI NORTH SHORE MEDICAL GROUP,Internal Medicine,59 SOUTHERN BLVD,NESCONSET,NY,11767,Mount Sinai
Mount Sinai,1538301528,MOUNT SINAI OF QUEENS,"Clinic/Center, Health Services",695 EAST 68TH ST,NEW YORK,NY,10021,Mount Sinai
Mount Sinai,1194435115,MOUNT SINAI OPTICAL 1 CORPORATION,"Technician/Technologist, Optician",5507 NESCONSET HWY,MOUNT SINAI,NY,11766,Mount Sinai
Mount Sinai,1609058593,MOUNT SINAI PEDIATRIC LIVER DISEASES,"Pediatrics, Pediatric Transplant Hepatology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1700301744,MOUNT SINAI PHARMACY INC,Pharmacy,720A E TREMONT AVE,BRONX,NY,10457,Mount Sinai
Mount Sinai,1275952384,MOUNT SINAI QUEENS,General Acute Care Hospital,"30-74 31ST STREET,",ASTORIA,NY,11102,Mount Sinai
Mount Sinai,1942696034,MOUNT SINAI QUEENS,General Acute Care Hospital,25-10 30TH AVENUE,ASTORIA,NY,11102,Mount Sinai
Mount Sinai,1699883884,MOUNT SINAI QUEENS FACULTY PRACTICE GROUP,Obstetrics & Gynecology,8268 164TH ST,JAMAICA,NY,11432,Mount Sinai
Mount Sinai,1639338635,MOUNT SINAI SCHOOL OF MEDICINE,Chronic Disease Hospital,777 FOSTER AVE,BROOKLYN,NY,11230,Mount Sinai
Mount Sinai,1952538498,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Transplant Hepatology",5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1194907105,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Infectious Diseases",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1417139411,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Hematology-Oncology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1790967685,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Endocrinology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1578745584,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Critical Care Medicine",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1720260730,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Allergy/Immunology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1184806192,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Pulmonology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1528538774,MOUNT SINAI SCHOOL OF MEDICINE,Family Medicine,1790 BROADWAY STE 1802,NEW YORK,NY,10019,Mount Sinai
Mount Sinai,1720636483,MOUNT SINAI SCHOOL OF MEDICINE,Physiological Laboratory,185 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1164070827,MOUNT SINAI SCHOOL OF MEDICINE,Physiological Laboratory,119 N PARK AVE,ROCKVILLE CENTRE,NY,11570,Mount Sinai
Mount Sinai,1356360366,MOUNT SINAI SCHOOL OF MEDICINE,Rehabilitation Practitioner,5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1326207705,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Cardiovascular Disease",143 05 HILLSIDE AVENUE,JAMAICA,NY,11435,Mount Sinai
Mount Sinai,1528087541,MOUNT SINAI SCHOOL OF MEDICINE,Clinical Neuropsychologist,5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1588684989,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Endocrinology, Diabetes & Metabolism",1 GUSTAVE LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1346250008,MOUNT SINAI SCHOOL OF MEDICINE,Obstetrics & Gynecology,5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1346266459,MOUNT SINAI SCHOOL OF MEDICINE,Internal Medicine,1 GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1932134772,MOUNT SINAI SCHOOL OF MEDICINE,Specialist,1190 5TH AVE BOX 1028,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1851521157,MOUNT SINAI SCHOOL OF MEDICINE,Urology,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1306867650,MOUNT SINAI SCHOOL OF MEDICINE,Nuclear Medicine,1 GUSTAVE L. LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1316986359,MOUNT SINAI SCHOOL OF MEDICINE,"Pathology, Dermatopathology",1428 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1720555964,MOUNT SINAI SCHOOL OF MEDICINE,,1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1740505726,MOUNT SINAI SCHOOL OF MEDICINE,Pediatrics,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1871718288,MOUNT SINAI SCHOOL OF MEDICINE,Transplant Surgery,5 EAST 98TH. STREET 12TH. FLOOR,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1013484039,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Hematology & Oncology",242 MERRICK RD STE 301,ROCKVILLE CENTRE,NY,11570,Mount Sinai
Mount Sinai,1477783777,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Gastroenterology",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1437626637,MOUNT SINAI SCHOOL OF MEDICINE,Hospitalist,1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1942777347,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Cardiovascular Disease",10 E MERRICK RD STE 207,VALLEY STREAM,NY,11580,Mount Sinai
Mount Sinai,1275594434,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Geriatric Medicine",1440 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1891757340,MOUNT SINAI SCHOOL OF MEDICINE,Emergency Medicine,100TH ST AND MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1013147313,MOUNT SINAI SCHOOL OF MEDICINE,Internal Medicine,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1588857528,MOUNT SINAI SCHOOL OF MEDICINE,Transplant Surgery,5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1891862926,MOUNT SINAI SCHOOL OF MEDICINE,Internal Medicine,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1043492051,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Gastroenterology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1376725382,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Developmental - Behavioral Pediatrics",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1982886990,MOUNT SINAI SCHOOL OF MEDICINE,Pediatrics,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1063694958,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Endocrinology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1306562145,MOUNT SINAI SCHOOL OF MEDICINE,Emergency Medicine,1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1518531342,MOUNT SINAI SCHOOL OF MEDICINE,Allergy & Immunology,1420 BROADWAY,HEWLETT,NY,11557,Mount Sinai
Mount Sinai,1508127531,MOUNT SINAI SCHOOL OF MEDICINE,Internal Medicine,1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1215281910,MOUNT SINAI SCHOOL OF MEDICINE,Obstetrics & Gynecology,8268 164TH ST RM B265,JAMAICA,NY,11432,Mount Sinai
Mount Sinai,1023028685,MOUNT SINAI SCHOOL OF MEDICINE,"Pathology, Blood Banking & Transfusion Medicine",1 GUSTAVE LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1780787796,MOUNT SINAI SCHOOL OF MEDICINE,"Radiology, Diagnostic Radiology",1176 5TH AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1396212536,MOUNT SINAI SCHOOL OF MEDICINE,"Radiology, Body Imaging",1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1356818553,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Gastroenterology",2965 LONG BEACH RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1922238229,MOUNT SINAI SCHOOL OF MEDICINE,Emergency Medicine,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1467896423,MOUNT SINAI SCHOOL OF MEDICINE,Emergency Medicine,100TH ST AND MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1386669802,MOUNT SINAI SCHOOL OF MEDICINE,"Clinic/Center, Community Health",345 E 102ND ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1255375986,MOUNT SINAI SCHOOL OF MEDICINE,Anesthesiology,79-01 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1700806155,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Gastroenterology",1 GUSTAVE LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1386665008,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Infectious Disease",1 GUSTAVE LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1659393478,MOUNT SINAI SCHOOL OF MEDICINE,Rehabilitation Practitioner,5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1992727754,MOUNT SINAI SCHOOL OF MEDICINE,Surgery,5 EAST 98TH STREET,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1316210891,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Cardiovascular Disease",485 MADISON AVE,NEW YORK,NY,10022,Mount Sinai
Mount Sinai,1801045646,MOUNT SINAI SCHOOL OF MEDICINE,Surgery,5 E 98TH ST FL 14,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1518987411,MOUNT SINAI SCHOOL OF MEDICINE,Specialist,5 EAST 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1053637504,MOUNT SINAI SCHOOL OF MEDICINE,Internal Medicine,1 GUSTAVE L.LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1891262093,MOUNT SINAI SCHOOL OF MEDICINE,Internal Medicine,196 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1669602967,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Emergency Medicine",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1629091921,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Hematology",I GUSTAVE LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1104056407,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Nephrology",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1740224559,MOUNT SINAI SCHOOL OF MEDICINE,"Medical Genetics, Ph.D. Medical Genetics",ONE GUSTAVE LEVY PL.,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1053921742,MOUNT SINAI SCHOOL OF MEDICINE,"Psychiatry & Neurology, Neurology",1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1235311242,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Cardiology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1659539039,MOUNT SINAI SCHOOL OF MEDICINE,"Clinic/Center, Multi-Specialty",79-01 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1720295215,MOUNT SINAI SCHOOL OF MEDICINE,Clinical Medical Laboratory,1428 MADISON AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1528285871,MOUNT SINAI SCHOOL OF MEDICINE,Transplant Surgery,5 EAST 98TH. STREET 12TH. FLOOR,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1487121406,MOUNT SINAI SCHOOL OF MEDICINE,"Pathology, Clinical Pathology",1 HEALTHY WAY,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1952674434,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Cardiovascular Disease",485 MADISON AVE,NEW YORK,NY,10022,Mount Sinai
Mount Sinai,1942430244,MOUNT SINAI SCHOOL OF MEDICINE,Surgery,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1760612063,MOUNT SINAI SCHOOL OF MEDICINE,Pediatrics,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1962702340,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Cardiovascular Disease",1075 PARK AVE,NEW YORK,NY,10128,Mount Sinai
Mount Sinai,1225062557,MOUNT SINAI SCHOOL OF MEDICINE,Orthopaedic Surgery,5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1821360223,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Interventional Cardiology",485 MADISON AVE,NEW YORK,NY,10022,Mount Sinai
Mount Sinai,1326515578,MOUNT SINAI SCHOOL OF MEDICINE,Surgery,196 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1669949681,MOUNT SINAI SCHOOL OF MEDICINE,Physical Medicine & Rehabilitation,440 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1720555089,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Hematology & Oncology",2209 MERRICK RD STE 101,MERRICK,NY,11566,Mount Sinai
Mount Sinai,1659392405,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Hematology & Oncology",1 GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1689819971,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Nephrology",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1386906584,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Cardiovascular Disease",177 E 87TH ST STE 507,NEW YORK,NY,10128,Mount Sinai
Mount Sinai,1710901137,MOUNT SINAI SCHOOL OF MEDICINE,Transplant Surgery,5 E 98TH ST,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1275557688,MOUNT SINAI SCHOOL OF MEDICINE,Specialist,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1760733190,MOUNT SINAI SCHOOL OF MEDICINE,Internal Medicine,1 PIERREPONT PLZ,BROOKLYN,NY,11201,Mount Sinai
Mount Sinai,1811127194,MOUNT SINAI SCHOOL OF MEDICINE,Oral & Maxillofacial Surgery,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1124200134,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Nephrology",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1437331444,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Neurodevelopmental Disabilities",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1437172335,MOUNT SINAI SCHOOL OF MEDICINE,Anesthesiology,2510 30TH AVE,ASTORIA,NY,11102,Mount Sinai
Mount Sinai,1144659749,MOUNT SINAI SCHOOL OF MEDICINE,Internal Medicine,1615 NORTHERN BLVD,MANHASSET,NY,11030,Mount Sinai
Mount Sinai,1508333956,MOUNT SINAI SCHOOL OF MEDICINE,"Psychiatry & Neurology, Psychiatry",175 FULTON AVE STE 309,HEMPSTEAD,NY,11550,Mount Sinai
Mount Sinai,1164725156,MOUNT SINAI SCHOOL OF MEDICINE,Internal Medicine,ONE GUSTAVE L.LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1578793873,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Cardiovascular Disease",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1629087267,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Pediatric Nephrology",5 EAST 98TH. STREET 12TH. FLOOR,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1225058621,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Gastroenterology",1 GUSTAVE LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1841767993,MOUNT SINAI SCHOOL OF MEDICINE,Obstetrics & Gynecology,196 MERRICK RD,OCEANSIDE,NY,11572,Mount Sinai
Mount Sinai,1912213364,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Cardiovascular Disease",1185 PARK AVE,NEW YORK,NY,10128,Mount Sinai
Mount Sinai,1043394778,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Cardiovascular Disease",ONE GUSTAVE LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1447274865,MOUNT SINAI SCHOOL OF MEDICINE,,1184 5TH AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1215181458,MOUNT SINAI SCHOOL OF MEDICINE,Clinical Medical Laboratory,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1134149537,MOUNT SINAI SCHOOL OF MEDICINE,Allergy & Immunology,1 GUSTAVE LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1871723270,MOUNT SINAI SCHOOL OF MEDICINE,Obstetrics & Gynecology,7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
Mount Sinai,1396212445,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Neonatal-Perinatal Medicine",8 N OCEANSIDE RD,ROCKVILLE CENTRE,NY,11570,Mount Sinai
Mount Sinai,1548286057,MOUNT SINAI SCHOOL OF MEDICINE,Urology,5 E 98TH ST FL 6,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1679594493,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Pulmonary Disease",1 GUSTAVE LEVY PLACE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1023358801,MOUNT SINAI SCHOOL OF MEDICINE,Surgery,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1720385297,MOUNT SINAI SCHOOL OF MEDICINE,"Internal Medicine, Cardiovascular Disease",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1033133459,MOUNT SINAI SCHOOL OF MEDICINE,Anesthesiology,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1558589010,MOUNT SINAI SCHOOL OF MEDICINE,Pediatrics,5 ESAT 98TH. STREET 12TH. FLOOR,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1568480523,MOUNT SINAI SCHOOL OF MEDICINE,Specialist,1176 5TH AVE,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1275570327,MOUNT SINAI SCHOOL OF MEDICINE,Psychiatric Hospital,1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1205018215,MOUNT SINAI SCHOOL OF MEDICINE,"Pediatrics, Neonatal-Perinatal Medicine",1 GUSTAVE L LEVY PL,NEW YORK,NY,10029,Mount Sinai
Mount Sinai,1265857726,MOUNT SINAI SCHOOL OF MEDICINE,"General Acute Care Hospital, Children",7901 BROADWAY,ELMHURST,NY,11373,Mount Sinai
